"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0005615","extracellular space",1059,34,15.66,2,1.6e-05,1.6e-05,"Ace,Bglap3,Car4,Chrd,Col11a2,Col16a1,Col5a1,Cxcl12,Dlk1,Fbln1,Gal,Gprc5c,H2-Q2,Hmcn2,Igfbp5,Inhbb,Itga2b,Lefty2,Lgr6,Lxn,Mcam,Mmel1,Nbl1,Pcsk5,Ramp1,Sema3f,Smoc1,Smoc2,Stx2,Tgfb2,Thpo,Vash1,Vegfd,Wnt4"
"2","GO:0009897","external side of plasma membrane",307,14,4.54,6,2e-04,2e-04,"Ace,Car4,Crlf2,Csf2ra,Cxcl12,Cxcr4,Dlk1,Ece1,H2-Ab1,H2-Q2,Itga2b,Itga5,Mcam,Sdc1"
"3","GO:0005604","basement membrane",109,8,1.61,7,0.00021,0.00021,"Cd151,Col5a1,Fbln1,Hmcn2,Smoc1,Smoc2,Tgfb2,Vwa1"
"4","GO:0016021","integral component of membrane",3891,79,57.54,10,0.00098,0.00098,"Ace,Ano3,B3gnt7,Cabp7,Cacna1h,Cd151,Cd7,Cdh2,Cdh23,Celsr1,Cemip2,Crb3,Creb3l1,Crlf2,Csf2ra,Cxcr4,Disp3,Dlk1,Dram1,Ece1,Efnb1,Fam171a2,Fgfr1,Gabre,Gpr139,Gpr153,Gpr25,Gprc5c,Grik3,H2-Ab1,H2-Q2,Itga2b,Itga5,Kcna5,Kcng2,Kremen1,Lgr6,Lrp5,Mcam,Mcub,Mest,Mgarp,Mmel1,Npr3,Nynrin,Otof,Pcsk5,Plekha7,Plpp2,Plxnb1,Podxl,Ptk7,Ptprh,Ramp1,Ramp2,Scarf2,Sdc1,Sdk2,Sema3f,Sft2d3,Slc12a4,Slc27a2,Slc27a3,Slc37a1,Spint2,Steap3,Stx2,Syndig1l,Syt6,Tmem215,Tmem237,Tmem45a,Tmem51,Trp53i13,Tspan15,Tspan9,Unc5a,Unc5b,Vamp3"
"5","GO:0001917","photoreceptor inner segment",55,5,0.81,11,0.00129,0.00129,"Cdh23,Crocc,Dynlt1b,Mak,Rdh12"
"6","GO:0031941","filamentous actin",37,4,0.55,12,0.0021,0.0021,"Espn,Pdlim1,Pdlim4,Smtnl2"
"7","GO:0043235","receptor complex",357,13,5.28,13,0.0026,0.0026,"Crlf2,Csf2ra,Fgfr1,Gabre,Gprc5c,Grik3,Itga2b,Itga5,Lrp5,Plxnb1,Ramp1,Ramp2,Smad3"
"8","GO:0048787","presynaptic active zone membrane",45,4,0.67,15,0.00432,0.00432,"Cacna1h,Cdh2,Otof,Stx2"
"9","GO:0005581","collagen trimer",74,5,1.09,17,0.00477,0.00477,"C1ql2,Col11a2,Col16a1,Col5a1,Emid1"
"10","GO:0005886","plasma membrane",4055,86,59.96,4,0.00712,0.00011,"Ace,Ano3,Baiap3,Bbs9,Cabp7,Cacna1h,Car4,Cavin1,Cbln1,Cd151,Cdh2,Cdh23,Celsr1,Cemip2,Cpne6,Crb3,Crlf2,Crocc,Csf2ra,Cxcl12,Cxcr4,Dlk1,Ece1,Efna1,Efnb1,Eps8l1,Esr1,Fgfr1,Gabre,Gnai2,Gpr139,Gpr153,Gpr25,Gprc5c,Grik3,H2-Ab1,H2-Q2,Itga2b,Itga5,Kcna5,Kcng2,Kremen1,Lgr6,Llgl2,Lrp5,Map4k2,Mcam,Myo1h,Nkd2,Otof,Pcsk5,Pdlim4,Plcd4,Plce1,Plekha2,Plpp2,Plxnb1,Podxl,Ptk7,Ptprh,Rab26,Rab4b,Ramp1,Ramp2,Rasal1,Rasd1,Rasgrf1,Rhoc,Sdc1,Sdk2,Sema3f,Slc27a2,Smad3,Spint2,Steap3,Stx2,Syt6,Tjp3,Tmem45a,Trip10,Trp53i13,Tspan15,Tspan9,Unc5a,Unc5b,Vamp3"
