"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0010457","centriole-centriole cohesion",13,1,0,1,0.00081,0.00081,"Crocc"
"2","GO:0010669","epithelial structure maintenance",19,1,0,2,0.00118,0.00118,"Crocc"
"3","GO:0045724","positive regulation of cilium assembly",24,1,0,3,0.0015,0.0015,"Crocc"
"4","GO:0045494","photoreceptor cell maintenance",42,1,0,4,0.00262,0.00262,"Crocc"
"5","GO:0061512","protein localization to cilium",58,1,0,7,0.00362,0.00362,"Crocc"
"6","GO:1903829","positive regulation of cellular protein localization",308,1,0.02,17,0.0192,0.0192,"Crocc"
"7","GO:0051656","establishment of organelle localization",358,1,0.02,19,0.02232,0.02232,"Crocc"
"8","GO:0051640","organelle localization",506,1,0.03,25,0.03154,0.03154,"Crocc"
"9","GO:1903827","regulation of cellular protein localization",553,1,0.03,27,0.03447,0.03447,"Crocc"
"10","GO:0032880","regulation of protein localization",918,1,0.06,35,0.05722,0.05722,"Crocc"
"11","GO:0060341","regulation of cellular localization",997,1,0.06,37,0.06215,0.06215,"Crocc"
"12","GO:0032879","regulation of localization",2588,1,0.16,52,0.16133,0.16133,"Crocc"
"13","GO:0051234","establishment of localization",3979,1,0.25,57,0.24804,0.24804,"Crocc"
"14","GO:0033043","regulation of organelle organization",1207,1,0.08,40,1,0.07524,"Crocc"
"15","GO:0007010","cytoskeleton organization",1278,1,0.08,41,1,0.07967,"Crocc"
"16","GO:0060491","regulation of cell projection assembly",178,1,0.01,13,1,0.0111,"Crocc"
"17","GO:0048522","positive regulation of cellular process",4964,1,0.31,58,1,0.30944,"Crocc"
"18","GO:0010638","positive regulation of organelle organization",579,1,0.04,29,1,0.03609,"Crocc"
"19","GO:0007017","microtubule-based process",807,1,0.05,33,1,0.05031,"Crocc"
"20","GO:0008150","biological_process",16042,1,1,68,1,1,"Crocc"
"21","GO:0016043","cellular component organization",5377,1,0.34,61,1,0.33518,"Crocc"
"22","GO:0071840","cellular component organization or biogenesis",5560,1,0.35,62,1,0.34659,"Crocc"
"23","GO:0070925","organelle assembly",765,1,0.05,30,1,0.04769,"Crocc"
"24","GO:0048871","multicellular organismal homeostasis",450,1,0.03,21,1,0.02805,"Crocc"
"25","GO:0050789","regulation of biological process",9218,1,0.57,65,1,0.57462,"Crocc"
"26","GO:0070727","cellular macromolecule localization",1705,1,0.11,47,1,0.10628,"Crocc"
"27","GO:0065007","biological regulation",9689,1,0.6,66,1,0.60398,"Crocc"
"28","GO:0033036","macromolecule localization",2737,1,0.17,54,1,0.17061,"Crocc"
"29","GO:0065008","regulation of biological quality",3515,1,0.22,56,1,0.21911,"Crocc"
"30","GO:0006996","organelle organization",3392,1,0.21,55,1,0.21144,"Crocc"
