"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0016595","glutamate binding",14,5,0.22,14,1.5e-06,1.5e-06,"Gad1,Gad2,Grik1,Grin2a,Grm7"
"2","GO:0005159","insulin-like growth factor receptor binding",12,4,0.19,21,2.5e-05,2.5e-05,"Arrb1,Igf1,Irs1,Socs2"
"3","GO:0005249","voltage-gated potassium channel activity",78,7,1.21,29,0.00021,0.00021,"Hcn1,Kcnab2,Kcnc2,Kcnh7,Kcnj3,Kcnma1,Kcns3"
"4","GO:0008201","heparin binding",138,9,2.14,31,3e-04,3e-04,"Adamts15,Adamts8,Aplp2,Apoe,Fgf9,Gpnmb,Lpl,Ndnf,Slit2"
"5","GO:0099094","ligand-gated cation channel activity",89,7,1.38,37,0.00046,0.00046,"Grik1,Grin2a,Grin3a,Hcn1,Htr3a,Kcnh7,Kcnj3"
"6","GO:0042165","neurotransmitter binding",24,4,0.37,38,0.00047,0.00047,"Grin2a,Grin3a,Ide,Slc6a1"
"7","GO:0071813","lipoprotein particle binding",25,4,0.39,39,0.00055,0.00055,"Apoe,Lpl,Stab1,Trem2"
"8","GO:0042802","identical protein binding",1979,55,30.7,17,0.00057,9.9e-06,"Abcg4,Angpt1,Aplp2,Apoe,Aqp11,C1qb,Casp1,Casp9,Cat,Cnr1,Cth,Erg28,Esrrg,Grik1,Grin3a,Grm7,Hcn1,Htr3a,Ide,Kcnma1,Kctd12,Kyat3,L3mbtl3,Lpl,Lrrc8a,Lyz2,Maf,Naa60,Nog,Ocm,Parp1,Pirb,Plek,Ppm1h,Prkg2,Ptgs2,Raf1,Rbpms2,Relb,Rgmb,Robo2,Slc31a1,Slc6a1,Slit2,Snca,Srgap2,Stat1,Tcf4,Tfrc,Tnn,Tyrobp,Tysnd1,Ubqln4,Uhrf1bp1,Zbtb4"
"9","GO:0046873","metal ion transmembrane transporter activity",386,25,5.99,2,0.00067,1.7e-09,"Atp1a2,Cnnm2,Cnr1,Grik1,Grin2a,Grin3a,Grm7,Hcn1,Kcnab2,Kcnc2,Kcnh7,Kcnj3,Kcnma1,Kcns3,Scn2b,Scn7a,Sec61a1,Slc12a6,Slc31a1,Slc38a2,Slc5a3,Slc6a1,Slc6a8,Slc6a9,Tfrc"
"10","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential",48,5,0.74,45,0.00086,0.00086,"Gabra1,Glrb,Grik1,Grin2a,Grin3a"
"11","GO:0045499","chemorepellent activity",29,4,0.45,48,0.00099,0.00099,"Sema3a,Sema3c,Sema7a,Slit2"
"12","GO:0022843","voltage-gated cation channel activity",129,12,2,13,0.00102,7.8e-07,"Cnr1,Grik1,Grin2a,Grin3a,Grm7,Hcn1,Kcnab2,Kcnc2,Kcnh7,Kcnj3,Kcnma1,Kcns3"
"13","GO:0005283","amino acid:sodium symporter activity",14,3,0.22,50,0.00118,0.00118,"Slc38a2,Slc6a1,Slc6a9"
"14","GO:0005328","neurotransmitter:sodium symporter activity",16,3,0.25,53,0.00178,0.00178,"Slc6a1,Slc6a8,Slc6a9"
"15","GO:0001540","amyloid-beta binding",57,5,0.88,57,0.00187,0.00187,"Apoe,Ide,Itgb2,Pirb,Trem2"
"16","GO:0043395","heparan sulfate proteoglycan binding",17,3,0.26,60,0.00213,0.00213,"Apoe,Lpl,Slit2"
"17","GO:0004970","ionotropic glutamate receptor activity",19,3,0.29,65,0.00297,0.00297,"Grik1,Grin2a,Grin3a"
"18","GO:0042803","protein homodimerization activity",607,19,9.42,66,0.00299,0.00299,"Abcg4,Apoe,Cat,Ide,Kyat3,Lpl,Naa60,Nog,Ocm,Pirb,Plek,Ptgs2,Rbpms2,Slit2,Srgap2,Stat1,Tcf4,Tfrc,Zbtb4"
"19","GO:0019901","protein kinase binding",704,21,10.92,70,0.00323,0.00323,"Alkal2,Angpt1,Arrb1,Atf4,Casp9,Cnppd1,Grin2a,Irs1,Itgb2,Parp1,Plek,Prkcb,Rac2,Raf1,Relb,Rnd2,Slc12a6,Snap91,Tfrc,Trem2,Zbtb4"
"20","GO:0030170","pyridoxal phosphate binding",43,4,0.67,72,0.00434,0.00434,"Cth,Gad1,Gad2,Kyat3"
"21","GO:0030215","semaphorin receptor binding",22,3,0.34,73,0.00456,0.00456,"Sema3a,Sema3c,Sema7a"
"22","GO:0034593","phosphatidylinositol bisphosphate phosphatase activity",22,3,0.34,74,0.00456,0.00456,"Fig4,Inpp5d,Sacm1l"
"23","GO:0005248","voltage-gated sodium channel activity",23,3,0.36,76,0.00519,0.00519,"Hcn1,Scn2b,Scn7a"
"24","GO:0008144","drug binding",106,6,1.64,80,0.00615,0.00615,"Atp1a2,Cnr1,Gabra1,Grik1,Ppib,Ppif"
"25","GO:0044877","protein-containing complex binding",1352,36,20.97,47,0.00666,0.00096,"Apoe,Arrb1,Capg,Cpd,Ctss,Dlgap1,Fcgr3,Gad1,Gad2,Glrb,Gpnmb,Grin2a,Hcn1,Ide,Igf1,Irs1,Itgb2,Kcnab2,Kcnh7,Kcnma1,Lpl,Maf,Nf2,Nog,Ocm,Pirb,Raf1,Sec61a1,Sema7a,Shroom2,Snca,Stab1,Tfrc,Tnn,Trem2,Uhmk1"
"26","GO:0015108","chloride transmembrane transporter activity",83,5,1.29,83,0.00939,0.00939,"Clcn6,Gabra1,Glrb,Slc12a6,Slc6a1"
"27","GO:0015355","secondary active monocarboxylate transmembrane transporter activity",10,2,0.16,84,0.00993,0.00993,"Slc6a1,Slc6a8"
"28","GO:0004888","transmembrane signaling receptor activity",616,20,9.55,52,0.01079,0.00152,"Ackr1,Adgre1,C3ar1,Cd72,Cnr1,Cx3cr1,Epha5,Fcgr3,Fcrls,Gabra1,Glrb,Grik1,Grin2a,Grin3a,Grm7,Htr3a,Itgb2,Opn3,Robo2,Trem2"
"29","GO:0004175","endopeptidase activity",318,11,4.93,86,0.01103,0.01103,"Adamts15,Adamts8,Casp1,Casp9,Cd5l,Cntnap5a,Ctss,Ide,Mmp19,Tpp1,Tysnd1"
"30","GO:0046982","protein heterodimerization activity",237,9,3.68,87,0.01185,0.01185,"Abcg4,Atf4,Atp1a2,Cybb,Mef2c,Pole4,Rragd,Taf13,Tcf4"
"31","GO:0097153","cysteine-type endopeptidase activity involved in apoptotic process",11,2,0.17,88,0.01202,0.01202,"Casp1,Casp9"
"32","GO:0005231","excitatory extracellular ligand-gated ion channel activity",32,3,0.5,89,0.01312,0.01312,"Glrb,Grik1,Grin2a"
"33","GO:0005178","integrin binding",125,6,1.94,90,0.0133,0.0133,"Gpnmb,Igf1,Itgb2,Nf2,Sema7a,Tnn"
"34","GO:0016846","carbon-sulfur lyase activity",12,2,0.19,91,0.01427,0.01427,"Cth,Kyat3"
"35","GO:0019957","C-C chemokine binding",12,2,0.19,92,0.01427,0.01427,"Ackr1,Cx3cr1"
"36","GO:0030551","cyclic nucleotide binding",33,3,0.51,93,0.01427,0.01427,"Hcn1,Pde4a,Prkg2"
"37","GO:0016018","cyclosporin A binding",13,2,0.2,94,0.0167,0.0167,"Ppib,Ppif"
"38","GO:0016594","glycine binding",13,2,0.2,95,0.0167,0.0167,"Glrb,Grin3a"
"39","GO:0034987","immunoglobulin receptor binding",14,2,0.22,96,0.01928,0.01928,"Clec4d,Fcgr3"
"40","GO:0038024","cargo receptor activity",67,4,1.04,97,0.02021,0.02021,"Cd5l,Itgb2,Stab1,Tfrc"
"41","GO:0005253","anion channel activity",67,4,1.04,98,0.02021,0.02021,"Clcn6,Gabra1,Glrb,Lrrc8a"
"42","GO:0051721","protein phosphatase 2A binding",38,3,0.59,99,0.02086,0.02086,"Cpd,Grin3a,Stat1"
"43","GO:1990404","protein ADP-ribosylase activity",15,2,0.23,100,0.02203,0.02203,"Parp1,Tnks2"
"44","GO:0005237","inhibitory extracellular ligand-gated ion channel activity",15,2,0.23,101,0.02203,0.02203,"Gabra1,Glrb"
"45","GO:0034483","heparan sulfate sulfotransferase activity",15,2,0.23,102,0.02203,0.02203,"Hs3st1,Ndst3"
"46","GO:0030169","low-density lipoprotein particle binding",15,2,0.23,103,0.02203,0.02203,"Stab1,Trem2"
"47","GO:0008233","peptidase activity",494,14,7.66,105,0.0223,0.0223,"Adamts15,Adamts8,Casp1,Casp9,Cd5l,Cntnap5a,Cpd,Ctss,Ggt7,Ide,Mmp19,Tpp1,Tysnd1,Usp31"
"48","GO:0005215","transporter activity",976,42,15.14,1,0.02296,1.5e-09,"Apoe,Aqp11,Atp1a2,Clcn6,Cnnm2,Cnr1,Cplx1,Cptp,Cybb,Gabra1,Glrb,Grik1,Grin2a,Grin3a,Grm7,Hcn1,Htr3a,Ipo11,Kcnab2,Kcnc2,Kcnh7,Kcnj3,Kcnma1,Kcns3,Lrrc8a,Scn2b,Scn7a,Sec61a1,Slc12a6,Slc22a23,Slc25a10,Slc25a15,Slc25a25,Slc31a1,Slc35e3,Slc38a2,Slc5a3,Slc6a1,Slc6a8,Slc6a9,Slco1a5,Tfrc"
"49","GO:0008146","sulfotransferase activity",40,3,0.62,106,0.02389,0.02389,"Gal3st3,Hs3st1,Ndst3"
"50","GO:0005262","calcium channel activity",106,5,1.64,107,0.02467,0.02467,"Cnr1,Grin2a,Grin3a,Grm7,Sec61a1"
"51","GO:0004438","phosphatidylinositol-3-phosphatase activity",16,2,0.25,108,0.02492,0.02492,"Fig4,Sacm1l"
"52","GO:0015377","cation:chloride symporter activity",16,2,0.25,109,0.02492,0.02492,"Slc12a6,Slc6a1"
"53","GO:0035615","clathrin adaptor activity",16,2,0.25,110,0.02492,0.02492,"Arrb1,Snap91"
"54","GO:0034185","apolipoprotein binding",16,2,0.25,111,0.02492,0.02492,"Lpl,Trem2"
