"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0001937","negative regulation of endothelial cell proliferation",41,3,0.05,1,1.7e-05,1.7e-05,"Dlk1,Sulf1,Vash1"
"2","GO:0003094","glomerular filtration",22,2,0.03,8,0.00034,0.00034,"Sulf1,Tbc1d8b"
"3","GO:0030198","extracellular matrix organization",282,4,0.35,9,0.00036,0.00036,"Loxl2,Olfml2b,Smoc2,Sulf1"
"4","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway",29,2,0.04,14,0.00059,0.00059,"Smoc2,Sulf1"
"5","GO:1990830","cellular response to leukemia inhibitory factor",136,3,0.17,15,0.00061,0.00061,"Mir7-1,Sbno2,Socs3"
"6","GO:0060674","placenta blood vessel development",33,2,0.04,19,0.00076,0.00076,"Socs3,Vash1"
"7","GO:0043542","endothelial cell migration",192,3,0.24,27,0.00166,0.00166,"Loxl2,Smoc2,Vash1"
"8","GO:0060711","labyrinthine layer development",52,2,0.06,28,0.00189,0.00189,"Socs3,Vash1"
"9","GO:0030334","regulation of cell migration",865,5,1.08,33,0.00354,0.00354,"Mcam,Ntn1,Smoc2,Sulf1,Vash1"
"10","GO:0030316","osteoclast differentiation",93,2,0.12,44,0.0059,0.0059,"Dlk1,Sbno2"
"11","GO:0002062","chondrocyte differentiation",99,2,0.12,49,0.00666,0.00666,"Loxl2,Sulf1"
"12","GO:0016525","negative regulation of angiogenesis",108,2,0.13,53,0.00788,0.00788,"Sulf1,Vash1"
"13","GO:0001525","angiogenesis",482,5,0.6,7,0.00806,0.00026,"Loxl2,Mcam,Smoc2,Sulf1,Vash1"
"14","GO:0030282","bone mineralization",111,2,0.14,55,0.00831,0.00831,"Dlk1,Sbno2"
"15","GO:0048706","embryonic skeletal system development",115,2,0.14,58,0.0089,0.0089,"Dlk1,Sulf1"
"16","GO:0030952","establishment or maintenance of cytoskeleton polarity",10,1,0.01,64,0.0124,0.0124,"Pdlim1"
"17","GO:1990504","dense core granule exocytosis",10,1,0.01,65,0.0124,0.0124,"Syt6"
"18","GO:0030388","fructose 1,6-bisphosphate metabolic process",10,1,0.01,66,0.0124,0.0124,"Aldoc"
"19","GO:0032836","glomerular basement membrane development",10,1,0.01,67,0.0124,0.0124,"Sulf1"
"20","GO:0022612","gland morphogenesis",145,2,0.18,70,0.01386,0.01386,"Ntn1,Sulf1"
"21","GO:0051093","negative regulation of developmental process",972,6,1.21,21,0.01428,9e-04,"Dlk1,Loxl2,Mir7-1,Ntn1,Sulf1,Vash1"
"22","GO:0010594","regulation of endothelial cell migration",149,2,0.19,75,0.01459,0.01459,"Smoc2,Vash1"
"23","GO:0032488","Cdc42 protein signal transduction",12,1,0.01,76,0.01486,0.01486,"Ntn1"
"24","GO:0060670","branching involved in labyrinthine layer morphogenesis",12,1,0.01,77,0.01486,0.01486,"Socs3"
"25","GO:0060601","lateral sprouting from an epithelium",12,1,0.01,78,0.01486,0.01486,"Sulf1"
"26","GO:0010035","response to inorganic substance",424,3,0.53,79,0.01496,0.01496,"Loxl2,Mir7-1,Syt6"
"27","GO:0071222","cellular response to lipopolysaccharide",156,2,0.19,81,0.01592,0.01592,"Mir7-1,Sbno2"
"28","GO:0014831","gastro-intestinal system smooth muscle contraction",13,1,0.02,82,0.01609,0.01609,"Sulf1"
"29","GO:0042532","negative regulation of tyrosine phosphorylation of STAT protein",13,1,0.02,83,0.01609,0.01609,"Socs3"
"30","GO:0002281","macrophage activation involved in immune response",13,1,0.02,84,0.01609,0.01609,"Sbno2"
"31","GO:0060576","intestinal epithelial cell development",13,1,0.02,85,0.01609,0.01609,"Mir7-1"
"32","GO:0051782","negative regulation of cell division",14,1,0.02,87,0.01732,0.01732,"Susd2"
"33","GO:0060712","spongiotrophoblast layer development",14,1,0.02,88,0.01732,0.01732,"Socs3"
"34","GO:0060707","trophoblast giant cell differentiation",14,1,0.02,89,0.01732,0.01732,"Socs3"
"35","GO:0061430","bone trabecula morphogenesis",14,1,0.02,90,0.01732,0.01732,"Sbno2"
"36","GO:0018158","protein oxidation",14,1,0.02,91,0.01732,0.01732,"Loxl2"
"37","GO:0071219","cellular response to molecule of bacterial origin",164,2,0.2,92,0.01749,0.01749,"Mir7-1,Sbno2"
"38","GO:0071241","cellular response to inorganic substance",167,2,0.21,93,0.0181,0.0181,"Mir7-1,Syt6"
"39","GO:0061042","vascular wound healing",15,1,0.02,96,0.01855,0.01855,"Smoc2"
"40","GO:1904321","response to forskolin",16,1,0.02,97,0.01977,0.01977,"Mir7-1"
"41","GO:1904322","cellular response to forskolin",16,1,0.02,98,0.01977,0.01977,"Mir7-1"
"42","GO:2001028","positive regulation of endothelial cell chemotaxis",17,1,0.02,101,0.02099,0.02099,"Smoc2"
"43","GO:0055064","chloride ion homeostasis",17,1,0.02,102,0.02099,0.02099,"Slc12a4"
"44","GO:1905331","negative regulation of morphogenesis of an epithelium",17,1,0.02,103,0.02099,0.02099,"Sulf1"
"45","GO:0060572","morphogenesis of an epithelial bud",17,1,0.02,104,0.02099,0.02099,"Sulf1"
"46","GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway",18,1,0.02,105,0.02222,0.02222,"Sulf1"
"47","GO:0030011","maintenance of cell polarity",18,1,0.02,106,0.02222,0.02222,"Pdlim1"
"48","GO:0001946","lymphangiogenesis",18,1,0.02,107,0.02222,0.02222,"Vash1"
"49","GO:0060575","intestinal epithelial cell differentiation",18,1,0.02,108,0.02222,0.02222,"Mir7-1"
"50","GO:0071216","cellular response to biotic stimulus",187,2,0.23,109,0.02237,0.02237,"Mir7-1,Sbno2"
"51","GO:1900746","regulation of vascular endothelial growth factor signaling pathway",19,1,0.02,111,0.02344,0.02344,"Smoc2"
"52","GO:0032332","positive regulation of chondrocyte differentiation",19,1,0.02,112,0.02344,0.02344,"Loxl2"
"53","GO:0007568","aging",192,2,0.24,113,0.0235,0.0235,"Aldoc,Vash1"
"54","GO:0008361","regulation of cell size",200,2,0.25,116,0.02536,0.02536,"Ntn1,Slc12a4"
"55","GO:2001026","regulation of endothelial cell chemotaxis",21,1,0.03,117,0.02587,0.02587,"Smoc2"
