"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0140375","immune receptor activity",82,3,0.14,1,4e-04,4e-04,"C3ar1,Cd74,Fcer1g"
"2","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",25,2,0.04,2,0.00088,0.00088,"Ado,Ptgs2"
"3","GO:0004888","transmembrane signaling receptor activity",616,5,1.09,5,0.00407,0.00407,"C3ar1,Cd74,Crhr2,Fcer1g,Trem2"
"4","GO:0001540","amyloid-beta binding",57,2,0.1,6,0.00452,0.00452,"Cd74,Trem2"
"5","GO:0005102","signaling receptor binding",1362,7,2.4,7,0.00804,0.00804,"Alkal2,Cd74,Crhr2,Hsd17b7,Parp1,Sema7a,Tac1"
"6","GO:1990782","protein tyrosine kinase binding",98,2,0.17,12,0.01287,0.01287,"Alkal2,Trem2"
"7","GO:0004303","estradiol 17-beta-dehydrogenase activity",10,1,0.02,13,0.01752,0.01752,"Hsd17b7"
"8","GO:0008035","high-density lipoprotein particle binding",10,1,0.02,14,0.01752,0.01752,"Trem2"
"9","GO:0004866","endopeptidase inhibitor activity",117,2,0.21,15,0.018,0.018,"Snca,Wfdc17"
"10","GO:0005515","protein binding",8084,22,14.27,4,0.01804,0.00254,"Ado,Alkal2,C1qa,C1qb,C3ar1,Cd74,Crhr2,Ctss,Fcer1g,Hsd17b7,Ipo11,Lyz2,Mllt1,Ncdn,Nhp2,Parp1,Pole4,Ptgs2,Sema7a,Snca,Tac1,Trem2"
"11","GO:0048018","receptor ligand activity",324,3,0.57,16,0.01897,0.01897,"Crhr2,Sema7a,Tac1"
"12","GO:0030546","signaling receptor activator activity",329,3,0.58,17,0.01975,0.01975,"Crhr2,Sema7a,Tac1"
"13","GO:0030414","peptidase inhibitor activity",123,2,0.22,18,0.01977,0.01977,"Snca,Wfdc17"
"14","GO:0047485","protein N-terminus binding",126,2,0.22,20,0.02068,0.02068,"Parp1,Snca"
"15","GO:0061135","endopeptidase regulator activity",127,2,0.22,21,0.02099,0.02099,"Snca,Wfdc17"
"16","GO:0030545","receptor regulator activity",355,3,0.63,23,0.02408,0.02408,"Crhr2,Sema7a,Tac1"
"17","GO:0036041","long-chain fatty acid binding",14,1,0.02,24,0.02444,0.02444,"Snca"
"18","GO:0019865","immunoglobulin binding",15,1,0.03,25,0.02617,0.02617,"Fcer1g"
"19","GO:0030169","low-density lipoprotein particle binding",15,1,0.03,26,0.02617,0.02617,"Trem2"
"20","GO:1990404","protein ADP-ribosylase activity",15,1,0.03,27,0.02617,0.02617,"Parp1"
"21","GO:0030296","protein tyrosine kinase activator activity",15,1,0.03,28,0.02617,0.02617,"Alkal2"
"22","GO:0034185","apolipoprotein binding",16,1,0.03,29,0.02789,0.02789,"Trem2"
"23","GO:0070034","telomerase RNA binding",16,1,0.03,30,0.02789,0.02789,"Nhp2"
"24","GO:0044877","protein-containing complex binding",1352,6,2.39,31,0.02802,0.02802,"Cd74,Ctss,Fcer1g,Sema7a,Snca,Trem2"
"25","GO:0003950","NAD+ ADP-ribosyltransferase activity",18,1,0.03,32,0.03132,0.03132,"Parp1"
"26","GO:0043274","phospholipase binding",18,1,0.03,33,0.03132,0.03132,"Snca"
"27","GO:0001848","complement binding",18,1,0.03,34,0.03132,0.03132,"C3ar1"
"28","GO:0061608","nuclear import signal receptor activity",18,1,0.03,35,0.03132,0.03132,"Ipo11"
