"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0007186","G protein-coupled receptor signaling pathway",627,17,5.86,22,8e-05,8e-05,"Adra1d,Baiap3,Celsr1,Cxcr4,Ece1,Gabre,Gabrq,Gal,Gpr153,Htr5b,Itgb1,Pdyn,Pik3r5,Plce1,Qrfpr,Ramp1,Tgm2"
"2","GO:0051798","positive regulation of hair follicle development",11,3,0.1,31,0.00013,0.00013,"Fst,Gal,Tgfb2"
"3","GO:0033690","positive regulation of osteoblast proliferation",14,3,0.13,51,0.00027,0.00027,"Cthrc1,Itgav,Lrp5"
"4","GO:0045669","positive regulation of osteoblast differentiation",67,5,0.63,55,0.00041,0.00041,"Cthrc1,Lrp5,Nppc,Wnt4,Wnt7b"
"5","GO:0033627","cell adhesion mediated by integrin",68,5,0.64,58,0.00043,0.00043,"Itga5,Itgav,Itgb1,Podxl,Tgfb2"
"6","GO:0010883","regulation of lipid storage",41,4,0.38,63,0.00057,0.00057,"Cidea,Itgav,Mest,Nfkbia"
"7","GO:0051480","regulation of cytosolic calcium ion concentration",310,10,2.9,71,0.00068,0.00068,"Adra1d,Cdh23,Cxcr4,Fxyd1,Hap1,Itgav,Jsrp1,Kcna5,Tgfb2,Tgm2"
"8","GO:0010811","positive regulation of cell-substrate adhesion",125,6,1.17,91,0.00114,0.00114,"Itga5,Itgb1,Plekha2,Smoc1,Smoc2,Wnt4"
"9","GO:0050729","positive regulation of inflammatory response",126,6,1.18,92,0.00119,0.00119,"Ace,C2cd4b,Nfkbia,Tgm2,Ticam1,Vamp8"
"10","GO:0007166","cell surface receptor signaling pathway",2205,40,20.62,9,0.00167,2e-05,"Atf3,Blnk,Celsr1,Cidea,Cthrc1,Cxcr4,Dlk1,Ecm1,Fst,Hap1,Hpgd,Ift122,Itga5,Itgav,Itgb1,Kcna5,Llgl2,Lrp5,Mir7-1,Nbl1,Nfkbia,Notum,Nppc,Pgam2,Plce1,Plxnb1,Prkcd,Rasgrf1,Sdc1,Smoc2,Tgfb2,Ticam1,Tle6,Trabd2b,Trib1,Tspan15,Txnip,Vasn,Wnt4,Wnt7b"
"11","GO:0071711","basement membrane organization",28,3,0.26,117,0.00221,0.00221,"Itgb1,Pmp22,Spint2"
"12","GO:0009968","negative regulation of signal transduction",1125,23,10.52,52,0.00232,0.00031,"Atf3,Cavin3,Cidea,Cthrc1,Dlk1,Ecm1,Fst,Ift122,Itgav,Itgb1,Nbl1,Nfkbia,Notum,Prkcd,Rasal1,Tgfb2,Tle6,Trabd2b,Trib1,Tspan15,Vasn,Wnt4,Wnt7b"
"13","GO:0032963","collagen metabolic process",102,5,0.95,128,0.00269,0.00269,"Itgb1,Mmp10,Nppc,Prkcd,Wnt4"
"14","GO:0060561","apoptotic process involved in morphogenesis",30,3,0.28,129,0.0027,0.0027,"Lrp5,Tgfb2,Wnt7b"
"15","GO:0045596","negative regulation of cell differentiation",714,15,6.68,131,0.00284,0.00284,"Dlk1,Fst,Itgav,Itgb1,Lrp5,Mir7-1,Nfatc1,Nfkbia,Nppc,Pmp22,Tgfb2,Trib1,Vasn,Wnt4,Wnt7b"
"16","GO:0003018","vascular process in circulatory system",202,7,1.89,132,0.00292,0.00292,"Ace,Adra1d,C2cd4b,Ece1,Kcna5,Mylk3,Nppc"
"17","GO:1901342","regulation of vasculature development",317,9,2.96,133,0.00299,0.00299,"Cxcr4,Ecm1,Itga5,Itgb1,Klf2,Nfatc1,Smoc2,Tgfb2,Wnt4"
"18","GO:0030334","regulation of cell migration",865,17,8.09,134,0.003,0.003,"Ace,Cd9,Cxcr4,Ecm1,Itga5,Itgav,Itgb1,Jam2,Mcam,Mmp10,Nbl1,Plxnb1,Rhoc,Smoc2,Tgfb2,Trib1,Wnt4"
"19","GO:0019932","second-messenger-mediated signaling",382,10,3.57,136,0.00319,0.00319,"Adra1d,Cxcr4,Ece1,Gal,Hap1,Jsrp1,Nfatc1,Nppc,Ramp1,Rasd1"
"20","GO:1902533","positive regulation of intracellular signal transduction",877,17,8.2,143,0.00345,0.00345,"Adra1d,Cavin3,Ece1,Hap1,Itgb1,Nppc,Pik3r5,Plce1,Plxnb1,Prkcd,Rasgrf1,Steap3,Tgfb2,Tgm2,Ticam1,Trim21,Wnt7b"
"21","GO:0016331","morphogenesis of embryonic epithelium",175,8,1.64,48,0.00371,0.00024,"Celsr1,Cthrc1,Ift122,Llgl2,Spint2,Tgfb2,Wnt4,Wnt7b"
"22","GO:0009792","embryo development ending in birth or egg hatching",710,18,6.64,28,0.00387,0.00011,"Ace,Celsr1,Cthrc1,Dlk1,Ece1,Ift122,Itgav,Itgb1,Klf2,Llgl2,Plpp4,Rcn1,Spint2,Tgfb2,Tle6,Tm4sf1,Trp53bp2,Wnt7b"
"23","GO:0001525","angiogenesis",482,13,4.51,65,0.00407,6e-04,"Ace,Cxcr4,Ecm1,Itga5,Itgav,Itgb1,Klf2,Mcam,Plxdc1,Ramp1,Smoc2,Tgfb2,Wnt7b"
"24","GO:0045746","negative regulation of Notch signaling pathway",35,3,0.33,151,0.00421,0.00421,"Dlk1,Nfkbia,Tspan15"
"25","GO:0044093","positive regulation of molecular function",1374,23,12.85,156,0.00439,0.00439,"Ace,Arhgef19,Cthrc1,Dap,Gal,Grtp1,Hap1,Itgb1,Lrp5,Nab2,Pik3r5,Plce1,Plxnb1,Prkcd,Ramp1,Rasgrf1,Rhoc,Tgfb2,Ticam1,Trib1,Trim21,Wnt4,Wnt7b"
"26","GO:0043065","positive regulation of apoptotic process",604,13,5.65,157,0.00441,0.00441,"Ace,Atf3,Dap,Gal,Hpgd,Hrk,Itgb1,Prkcd,Steap3,Tgfb2,Tgm2,Trp53bp2,Txnip"
"27","GO:0042127","regulation of cell population proliferation",1502,27,14.04,72,0.00448,0.00069,"Ace,Atf3,Cd9,Cthrc1,Dlk1,Ecm1,Gal,Hpgd,Ift122,Itgav,Itgb1,Kcna5,Lrp5,Nfatc1,Nfkbia,Nppc,Plxnb1,Pmp22,Rasgrf1,Spint2,Tgfb2,Tgm2,Ticam1,Tnfsf9,Trib1,Txnip,Wnt7b"
"28","GO:0090331","negative regulation of platelet aggregation",11,2,0.1,161,0.00452,0.00452,"Cd9,Prkcd"
"29","GO:0031943","regulation of glucocorticoid metabolic process",11,2,0.1,162,0.00452,0.00452,"Gal,Wnt4"
"30","GO:0060071","Wnt signaling pathway, planar cell polarity pathway",36,3,0.34,164,0.00456,0.00456,"Celsr1,Cthrc1,Wnt7b"
"31","GO:0032370","positive regulation of lipid transport",72,4,0.67,165,0.00462,0.00462,"Gal,Lipg,Nfkbia,Prkcd"
"32","GO:0032956","regulation of actin cytoskeleton organization",341,9,3.19,168,0.00481,0.00481,"Arhgef19,Arpc1b,Celsr1,Mylk3,Pdlim4,Prkcd,Rhoc,Tgfb2,Wnt4"
"33","GO:0007043","cell-cell junction assembly",117,5,1.09,169,0.00484,0.00484,"Ace,Cd9,Itgb1,Pmp22,Rhoc"
"34","GO:0002888","positive regulation of myeloid leukocyte mediated immunity",38,3,0.36,174,0.00532,0.00532,"Nppc,Ticam1,Vamp8"
