"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0005159","insulin-like growth factor receptor binding",12,3,0.09,1,1e-04,1e-04,"Arrb1,Irs1,Socs2"
"2","GO:0031434","mitogen-activated protein kinase kinase binding",19,3,0.15,4,0.00042,0.00042,"Arrb1,Map3k1,Raf1"
"3","GO:0016922","nuclear receptor binding",106,5,0.84,13,0.00151,0.00151,"Arrb1,Nr1h2,Nr4a3,Parp1,Prkcb"
"4","GO:0035258","steroid hormone receptor binding",83,4,0.65,18,0.00418,0.00418,"Arrb1,Nr4a3,Parp1,Prkcb"
"5","GO:0042277","peptide binding",264,7,2.08,20,0.00493,0.00493,"Cat,Dhcr24,Gpr37,Ngfr,Ppib,Sec61a1,Tpp1"
"6","GO:0005283","amino acid:sodium symporter activity",14,2,0.11,21,0.00527,0.00527,"Slc38a2,Slc6a9"
"7","GO:0003707","steroid hormone receptor activity",47,3,0.37,22,0.00602,0.00602,"Esrrg,Nr1h2,Nr4a3"
"8","GO:0004879","nuclear receptor activity",48,3,0.38,23,0.00638,0.00638,"Esrrg,Nr1h2,Nr4a3"
"9","GO:0019901","protein kinase binding",704,15,5.55,5,0.00656,0.00043,"Adam9,Angpt1,Arrb1,Casp9,Ccnt2,Cnppd1,Cry2,Grin2a,Irs1,Map3k1,Nr4a3,Parp1,Prkcb,Raf1,Zbtb4"
"10","GO:0015179","L-amino acid transmembrane transporter activity",49,3,0.39,27,0.00676,0.00676,"Slc25a15,Slc38a2,Slc6a9"
"11","GO:0005328","neurotransmitter:sodium symporter activity",16,2,0.13,28,0.00688,0.00688,"Slc6a8,Slc6a9"
"12","GO:0008270","zinc ion binding",618,11,4.87,31,0.00965,0.00965,"Car7,Cpd,Esrrg,Grin2a,Map3k1,Nr1h2,Nr4a3,Parp1,Prkcb,Snca,Zmat3"
"13","GO:0005080","protein kinase C binding",61,3,0.48,33,0.01234,0.01234,"Adam9,Irs1,Prkcb"
"14","GO:0140096","catalytic activity, acting on a protein",1912,24,15.07,35,0.01371,0.01371,"Adam11,Adam9,Atxn3,Casp9,Cdk19,Cpd,Epha3,Kmt5a,Map3k1,Mknk1,Parp1,Ppib,Prkcb,Pxk,Raf1,Rnf114,Rnf38,Sppl2b,Tpp1,Ublcp1,Uhmk1,Usp31,Zdhhc4,Zdhhc9"
"15","GO:0005248","voltage-gated sodium channel activity",23,2,0.18,36,0.01399,0.01399,"Scn2b,Scn7a"
"16","GO:0004709","MAP kinase kinase kinase activity",23,2,0.18,37,0.01399,0.01399,"Map3k1,Raf1"
"17","GO:0043027","cysteine-type endopeptidase inhibitor activity involved in apoptotic process",25,2,0.2,39,0.01642,0.01642,"Arrb1,Snca"
"18","GO:0019706","protein-cysteine S-palmitoyltransferase activity",25,2,0.2,40,0.01642,0.01642,"Zdhhc4,Zdhhc9"
"19","GO:0019707","protein-cysteine S-acyltransferase activity",25,2,0.2,41,0.01642,0.01642,"Zdhhc4,Zdhhc9"
"20","GO:0015101","organic cation transmembrane transporter activity",25,2,0.2,42,0.01642,0.01642,"Slc44a2,Slc6a8"
"21","GO:0017124","SH3 domain binding",124,4,0.98,43,0.01671,0.01671,"Adam9,Casp9,Cntnap1,Sh3bgrl2"
"22","GO:0008324","cation transmembrane transporter activity",545,12,4.3,12,0.01979,0.00124,"Cacng7,Grin2a,Kcnh7,Scn2b,Scn7a,Sec61a1,Slc25a15,Slc38a2,Slc44a2,Slc5a3,Slc6a8,Slc6a9"
"23","GO:0016247","channel regulator activity",131,4,1.03,49,0.02001,0.02001,"Cacng7,Prkcb,Scn2b,Slc5a3"
"24","GO:0001223","transcription coactivator binding",28,2,0.22,50,0.02038,0.02038,"Ccnt2,Nr4a3"
"25","GO:0015175","neutral amino acid transmembrane transporter activity",28,2,0.22,51,0.02038,0.02038,"Slc38a2,Slc6a9"
"26","GO:0016417","S-acyltransferase activity",29,2,0.23,53,0.02178,0.02178,"Zdhhc4,Zdhhc9"
"27","GO:0046873","metal ion transmembrane transporter activity",386,10,3.04,10,0.02258,0.00096,"Cacng7,Grin2a,Kcnh7,Scn2b,Scn7a,Sec61a1,Slc38a2,Slc5a3,Slc6a8,Slc6a9"
"28","GO:0071949","FAD binding",32,2,0.25,54,0.0262,0.0262,"Cry2,Dhcr24"
"29","GO:0016409","palmitoyltransferase activity",33,2,0.26,55,0.02775,0.02775,"Zdhhc4,Zdhhc9"
"30","GO:0005261","cation channel activity",298,6,2.35,57,0.03066,0.03066,"Cacng7,Grin2a,Kcnh7,Scn2b,Scn7a,Sec61a1"
"31","GO:0019213","deacetylase activity",37,2,0.29,59,0.0343,0.0343,"Atxn3,Ndst3"
"32","GO:0043028","cysteine-type endopeptidase regulator activity involved in apoptotic process",38,2,0.3,60,0.03602,0.03602,"Arrb1,Snca"
"33","GO:0005246","calcium channel regulator activity",38,2,0.3,61,0.03602,0.03602,"Cacng7,Prkcb"
"34","GO:0051117","ATPase binding",92,3,0.73,62,0.03615,0.03615,"Atxn3,Grin2a,Nr1h2"
"35","GO:0004869","cysteine-type endopeptidase inhibitor activity",39,2,0.31,63,0.03777,0.03777,"Arrb1,Snca"
"36","GO:0005048","signal sequence binding",39,2,0.31,64,0.03777,0.03777,"Cat,Sec61a1"
"37","GO:0005272","sodium channel activity",40,2,0.32,66,0.03956,0.03956,"Scn2b,Scn7a"
"38","GO:0008233","peptidase activity",494,8,3.89,67,0.04171,0.04171,"Adam11,Adam9,Atxn3,Casp9,Cpd,Sppl2b,Tpp1,Usp31"
"39","GO:0019899","enzyme binding",2214,32,17.45,3,0.04458,0.00038,"Adam9,Angpt1,Arrb1,Atxn3,Casp9,Cat,Ccbe1,Ccnt2,Cnppd1,Cpd,Cry2,Dhcr24,Gpr37,Grin2a,Igsf9b,Ipo11,Irs1,Map3k1,Ngfr,Nr1h2,Nr4a3,Parp1,Ppib,Prkcb,Raf1,Rragd,Snca,Srgap2,Stxbp6,Uhmk1,Usp6nl,Zbtb4"
"40","GO:0008028","monocarboxylic acid transmembrane transporter activity",43,2,0.34,68,0.04511,0.04511,"Slc16a7,Slc6a8"
"41","GO:0051219","phosphoprotein binding",102,3,0.8,69,0.04674,0.04674,"Arrb1,Irs1,Snca"
"42","GO:0099106","ion channel regulator activity",102,3,0.8,70,0.04674,0.04674,"Cacng7,Prkcb,Slc5a3"
"43","GO:0030331","estrogen receptor binding",44,2,0.35,71,0.04702,0.04702,"Arrb1,Parp1"
"44","GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity",44,2,0.35,72,0.04702,0.04702,"Ccnt2,Cnppd1"
"45","GO:0015081","sodium ion transmembrane transporter activity",128,6,1.01,7,0.04857,0.00053,"Scn2b,Scn7a,Slc38a2,Slc5a3,Slc6a8,Slc6a9"
"46","GO:0005244","voltage-gated ion channel activity",174,4,1.37,73,0.04887,0.04887,"Cacng7,Grin2a,Kcnh7,Scn2b"
"47","GO:0022832","voltage-gated channel activity",174,4,1.37,74,0.04887,0.04887,"Cacng7,Grin2a,Kcnh7,Scn2b"
"48","GO:0003823","antigen binding",45,2,0.35,75,0.04896,0.04896,"Dhcr24,Itga4"
"49","GO:0005262","calcium channel activity",106,3,0.84,76,0.05136,0.05136,"Cacng7,Grin2a,Sec61a1"
"50","GO:0005516","calmodulin binding",178,4,1.4,77,0.05232,0.05232,"Cth,Esrrg,Mknk1,Ngfr"
"51","GO:0030544","Hsp70 protein binding",48,2,0.38,79,0.05494,0.05494,"Gpr37,Snca"
"52","GO:0005515","protein binding",8084,78,63.71,25,0.05518,0.00642,"Abcg4,Adam11,Adam9,Ado,Angpt1,Aplp2,Arrb1,Atxn3,Bhlhe22,Casp9,Cat,Ccbe1,Ccnt2,Ccser2,Cnppd1,Cntnap1,Cpd,Cry2,Cth,Dhcr24,Dync1li2,Epha3,Erg28,Esrrg,Fndc5,Gpr37,Grin2a,Hsd17b7,Igsf9b,Ipo11,Irs1,Itga4,Kctd12,Kmt5a,Map3k1,Mknk1,Mkx,Mllt1,Naa60,Nacc1,Ncdn,Nfia,Ngfr,Nhp2,Nr1h2,Nr4a3,Nrep,Parp1,Pcdh11x,Pid1,Pik3cb,Piwil2,Plec,Pole4,Ppib,Prkcb,Ptgfrn,Pxk,Raf1,Rragd,Rspo2,Scn7a,Sema7a,Sh3bgrl2,Slc44a2,Slc5a3,Snca,Socs2,Sppl2b,Srgap2,Stxbp6,Taf13,Tnn,Tpp1,Ttc14,Uhmk1,Usp6nl,Zbtb4"
"53","GO:0050839","cell adhesion molecule binding",265,5,2.09,81,0.05868,0.05868,"Adam9,Grin2a,Itga4,Sema7a,Tnn"
"54","GO:0042802","identical protein binding",1979,22,15.6,82,0.05928,0.05928,"Abcg4,Angpt1,Aplp2,Atxn3,Bhlhe22,Casp9,Cat,Cth,Dync1li2,Erg28,Esrrg,Kctd12,Naa60,Ngfr,Nr4a3,Parp1,Raf1,Snca,Sppl2b,Srgap2,Tnn,Zbtb4"
"55","GO:0004672","protein kinase activity",534,8,4.21,83,0.0605,0.0605,"Cdk19,Epha3,Map3k1,Mknk1,Prkcb,Pxk,Raf1,Uhmk1"
"56","GO:0016773","phosphotransferase activity, alcohol group as acceptor",631,9,4.97,84,0.06167,0.06167,"Cdk19,Epha3,Map3k1,Mknk1,Pik3cb,Prkcb,Pxk,Raf1,Uhmk1"
"57","GO:0044877","protein-containing complex binding",1352,16,10.66,86,0.06567,0.06567,"Adam9,Arrb1,Ccbe1,Cpd,Grin2a,Irs1,Kcnh7,Map3k1,Ngfr,Piwil2,Raf1,Sec61a1,Sema7a,Snca,Tnn,Uhmk1"
"58","GO:0035591","signaling adaptor activity",54,2,0.43,87,0.06763,0.06763,"Irs1,Socs2"
"59","GO:0005343","organic acid:sodium symporter activity",23,3,0.18,8,0.06775,0.00075,"Slc38a2,Slc6a8,Slc6a9"
"60","GO:0046983","protein dimerization activity",844,11,6.65,88,0.06937,0.06937,"Abcg4,Bhlhe22,Cat,Naa60,Nr4a3,Pole4,Rragd,Sppl2b,Srgap2,Taf13,Zbtb4"
