"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0019894","kinesin binding",49,1,0,1,0.0031,0.0031,"Crocc"
"2","GO:0005200","structural constituent of cytoskeleton",58,1,0,2,0.0037,0.0037,"Crocc"
"3","GO:0003779","actin binding",405,1,0.03,3,0.0255,0.0255,"Crocc"
"4","GO:0003674","molecular_function",15860,1,1,8,1,1,"Crocc"
"5","GO:0005488","binding",11331,1,0.71,7,1,0.7144,"Crocc"
"6","GO:0005198","structural molecule activity",508,1,0.03,4,1,0.032,"Crocc"
"7","GO:0008092","cytoskeletal protein binding",926,1,0.06,5,1,0.0584,"Crocc"
"8","GO:0005515","protein binding",8084,1,0.51,6,1,0.5097,"Crocc"
"9","GO:0000014","single-stranded DNA endodeoxyribonuclease activity",11,0,0,9,1,1,""
"10","GO:0000030","mannosyltransferase activity",26,0,0,10,1,1,""
"11","GO:0000049","tRNA binding",63,0,0,11,1,1,""
"12","GO:0000062","fatty-acyl-CoA binding",23,0,0,12,1,1,""
"13","GO:0000146","microfilament motor activity",24,0,0,13,1,1,""
"14","GO:0000149","SNARE binding",116,0,0.01,14,1,1,""
"15","GO:0000166","nucleotide binding",1888,0,0.12,15,1,1,""
"16","GO:0000175","3'-5'-exoribonuclease activity",30,0,0,16,1,1,""
"17","GO:0000217","DNA secondary structure binding",34,0,0,17,1,1,""
"18","GO:0000287","magnesium ion binding",183,0,0.01,18,1,1,""
"19","GO:0000295","adenine nucleotide transmembrane transporter activity",11,0,0,19,1,1,""
"20","GO:0000339","RNA cap binding",15,0,0,20,1,1,""
"21","GO:0000340","RNA 7-methylguanosine cap binding",12,0,0,21,1,1,""
"22","GO:0000400","four-way junction DNA binding",17,0,0,22,1,1,""
"23","GO:0000774","adenyl-nucleotide exchange factor activity",10,0,0,23,1,1,""
"24","GO:0000900","translation repressor activity, mRNA regulatory element binding",13,0,0,24,1,1,""
"25","GO:0000976","transcription regulatory region sequence-specific DNA binding",1222,0,0.08,25,1,1,""
"26","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",1135,0,0.07,26,1,1,""
"27","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",915,0,0.06,27,1,1,""
"28","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding",21,0,0,28,1,1,""
"29","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",1053,0,0.07,29,1,1,""
"30","GO:0000987","cis-regulatory region sequence-specific DNA binding",937,0,0.06,30,1,1,""
"31","GO:0000993","RNA polymerase II complex binding",39,0,0,31,1,1,""
"32","GO:0001046","core promoter sequence-specific DNA binding",47,0,0,32,1,1,""
"33","GO:0001067","regulatory region nucleic acid binding",1226,0,0.08,33,1,1,""
"34","GO:0001085","RNA polymerase II transcription factor binding",62,0,0,34,1,1,""
"35","GO:0001091","RNA polymerase II general transcription initiation factor binding",20,0,0,35,1,1,""
"36","GO:0001094","TFIID-class transcription factor complex binding",10,0,0,36,1,1,""
"37","GO:0001098","basal transcription machinery binding",59,0,0,37,1,1,""
"38","GO:0001099","basal RNA polymerase II transcription machinery binding",59,0,0,38,1,1,""
"39","GO:0001102","RNA polymerase II activating transcription factor binding",46,0,0,39,1,1,""
"40","GO:0001103","RNA polymerase II repressing transcription factor binding",35,0,0,40,1,1,""
"41","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding",17,0,0,41,1,1,""
"42","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding",13,0,0,42,1,1,""
"43","GO:0001216","DNA-binding transcription activator activity",460,0,0.03,43,1,1,""
"44","GO:0001217","DNA-binding transcription repressor activity",309,0,0.02,44,1,1,""
"45","GO:0001221","transcription cofactor binding",55,0,0,45,1,1,""
"46","GO:0001222","transcription corepressor binding",18,0,0,46,1,1,""
"47","GO:0001223","transcription coactivator binding",28,0,0,47,1,1,""
"48","GO:0001224","RNA polymerase II transcription cofactor binding",11,0,0,48,1,1,""
"49","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific",308,0,0.02,49,1,1,""
"50","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",457,0,0.03,50,1,1,""
"51","GO:0001530","lipopolysaccharide binding",23,0,0,51,1,1,""
"52","GO:0001540","amyloid-beta binding",57,0,0,52,1,1,""
"53","GO:0001614","purinergic nucleotide receptor activity",14,0,0,53,1,1,""
"54","GO:0001618","virus receptor activity",13,0,0,54,1,1,""
"55","GO:0001637","G protein-coupled chemoattractant receptor activity",12,0,0,55,1,1,""
"56","GO:0001653","peptide receptor activity",107,0,0.01,56,1,1,""
"57","GO:0001664","G protein-coupled receptor binding",247,0,0.02,57,1,1,""
"58","GO:0001671","ATPase activator activity",24,0,0,58,1,1,""
"59","GO:0001784","phosphotyrosine residue binding",44,0,0,59,1,1,""
"60","GO:0001786","phosphatidylserine binding",51,0,0,60,1,1,""
"61","GO:0001846","opsonin binding",12,0,0,61,1,1,""
"62","GO:0001848","complement binding",18,0,0,62,1,1,""
"63","GO:0001882","nucleoside binding",337,0,0.02,63,1,1,""
"64","GO:0001883","purine nucleoside binding",328,0,0.02,64,1,1,""
"65","GO:0001965","G-protein alpha-subunit binding",36,0,0,65,1,1,""
"66","GO:0001968","fibronectin binding",29,0,0,66,1,1,""
"67","GO:0001972","retinoic acid binding",10,0,0,67,1,1,""
"68","GO:0002020","protease binding",129,0,0.01,68,1,1,""
"69","GO:0002039","p53 binding",69,0,0,69,1,1,""
"70","GO:0002161","aminoacyl-tRNA editing activity",13,0,0,70,1,1,""
"71","GO:0003676","nucleic acid binding",2982,0,0.19,71,1,1,""
"72","GO:0003677","DNA binding",1987,0,0.13,72,1,1,""
"73","GO:0003678","DNA helicase activity",56,0,0,73,1,1,""
"74","GO:0003682","chromatin binding",588,0,0.04,74,1,1,""
"75","GO:0003684","damaged DNA binding",53,0,0,75,1,1,""
"76","GO:0003688","DNA replication origin binding",22,0,0,76,1,1,""
"77","GO:0003690","double-stranded DNA binding",1358,0,0.09,77,1,1,""
"78","GO:0003697","single-stranded DNA binding",104,0,0.01,78,1,1,""
"79","GO:0003700","DNA-binding transcription factor activity",1144,0,0.07,79,1,1,""
"80","GO:0003707","steroid hormone receptor activity",47,0,0,80,1,1,""
"81","GO:0003712","transcription coregulator activity",421,0,0.03,81,1,1,""
"82","GO:0003713","transcription coactivator activity",226,0,0.01,82,1,1,""
"83","GO:0003714","transcription corepressor activity",163,0,0.01,83,1,1,""
"84","GO:0003723","RNA binding",1048,0,0.07,84,1,1,""
"85","GO:0003724","RNA helicase activity",30,0,0,85,1,1,""
"86","GO:0003725","double-stranded RNA binding",79,0,0,86,1,1,""
"87","GO:0003727","single-stranded RNA binding",84,0,0.01,87,1,1,""
"88","GO:0003729","mRNA binding",287,0,0.02,88,1,1,""
"89","GO:0003730","mRNA 3'-UTR binding",87,0,0.01,89,1,1,""
"90","GO:0003735","structural constituent of ribosome",152,0,0.01,90,1,1,""
"91","GO:0003743","translation initiation factor activity",46,0,0,91,1,1,""
"92","GO:0003746","translation elongation factor activity",17,0,0,92,1,1,""
"93","GO:0003755","peptidyl-prolyl cis-trans isomerase activity",33,0,0,93,1,1,""
"94","GO:0003756","protein disulfide isomerase activity",14,0,0,94,1,1,""
"95","GO:0003774","motor activity",121,0,0.01,95,1,1,""
"96","GO:0003777","microtubule motor activity",68,0,0,96,1,1,""
"97","GO:0003785","actin monomer binding",23,0,0,97,1,1,""
"98","GO:0003823","antigen binding",45,0,0,98,1,1,""
"99","GO:0003824","catalytic activity",4925,0,0.31,99,1,1,""
"100","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity",11,0,0,100,1,1,""
"101","GO:0003887","DNA-directed DNA polymerase activity",24,0,0,101,1,1,""
"102","GO:0003899","DNA-directed 5'-3' RNA polymerase activity",36,0,0,102,1,1,""
"103","GO:0003906","DNA-(apurinic or apyrimidinic site) endonuclease activity",13,0,0,103,1,1,""
"104","GO:0003924","GTPase activity",264,0,0.02,104,1,1,""
"105","GO:0003950","NAD+ ADP-ribosyltransferase activity",18,0,0,105,1,1,""
"106","GO:0003951","NAD+ kinase activity",12,0,0,106,1,1,""
"107","GO:0003953","NAD+ nucleosidase activity",13,0,0,107,1,1,""
"108","GO:0003954","NADH dehydrogenase activity",21,0,0,108,1,1,""
"109","GO:0003995","acyl-CoA dehydrogenase activity",10,0,0,109,1,1,""
"110","GO:0004016","adenylate cyclase activity",12,0,0,110,1,1,""
"111","GO:0004017","adenylate kinase activity",11,0,0,111,1,1,""
"112","GO:0004029","aldehyde dehydrogenase (NAD+) activity",17,0,0,112,1,1,""
"113","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity",18,0,0,113,1,1,""
"114","GO:0004032","alditol:NADP+ 1-oxidoreductase activity",11,0,0,114,1,1,""
"115","GO:0004033","aldo-keto reductase (NADP) activity",22,0,0,115,1,1,""
"116","GO:0004089","carbonate dehydratase activity",14,0,0,116,1,1,""
"117","GO:0004112","cyclic-nucleotide phosphodiesterase activity",25,0,0,117,1,1,""
"118","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity",23,0,0,118,1,1,""
"119","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity",12,0,0,119,1,1,""
"120","GO:0004129","cytochrome-c oxidase activity",18,0,0,120,1,1,""
"121","GO:0004143","diacylglycerol kinase activity",11,0,0,121,1,1,""
"122","GO:0004175","endopeptidase activity",318,0,0.02,122,1,1,""
"123","GO:0004177","aminopeptidase activity",39,0,0,123,1,1,""
"124","GO:0004180","carboxypeptidase activity",35,0,0,124,1,1,""
"125","GO:0004181","metallocarboxypeptidase activity",21,0,0,125,1,1,""
"126","GO:0004190","aspartic-type endopeptidase activity",18,0,0,126,1,1,""
"127","GO:0004197","cysteine-type endopeptidase activity",75,0,0,127,1,1,""
"128","GO:0004222","metalloendopeptidase activity",95,0,0.01,128,1,1,""
"129","GO:0004252","serine-type endopeptidase activity",102,0,0.01,129,1,1,""
"130","GO:0004298","threonine-type endopeptidase activity",20,0,0,130,1,1,""
"131","GO:0004303","estradiol 17-beta-dehydrogenase activity",10,0,0,131,1,1,""
"132","GO:0004312","fatty acid synthase activity",10,0,0,132,1,1,""
"133","GO:0004364","glutathione transferase activity",26,0,0,133,1,1,""
"134","GO:0004386","helicase activity",144,0,0.01,134,1,1,""
"135","GO:0004402","histone acetyltransferase activity",50,0,0,135,1,1,""
"136","GO:0004407","histone deacetylase activity",25,0,0,136,1,1,""
"137","GO:0004435","phosphatidylinositol phospholipase C activity",18,0,0,137,1,1,""
"138","GO:0004438","phosphatidylinositol-3-phosphatase activity",16,0,0,138,1,1,""
"139","GO:0004445","inositol-polyphosphate 5-phosphatase activity",10,0,0,139,1,1,""
"140","GO:0004467","long-chain fatty acid-CoA ligase activity",12,0,0,140,1,1,""
"141","GO:0004497","monooxygenase activity",72,0,0,141,1,1,""
"142","GO:0004518","nuclease activity",170,0,0.01,142,1,1,""
"143","GO:0004519","endonuclease activity",103,0,0.01,143,1,1,""
"144","GO:0004520","endodeoxyribonuclease activity",35,0,0,144,1,1,""
"145","GO:0004521","endoribonuclease activity",58,0,0,145,1,1,""
"146","GO:0004526","ribonuclease P activity",10,0,0,146,1,1,""
"147","GO:0004527","exonuclease activity",73,0,0,147,1,1,""
"148","GO:0004529","exodeoxyribonuclease activity",19,0,0,148,1,1,""
"149","GO:0004532","exoribonuclease activity",33,0,0,149,1,1,""
"150","GO:0004535","poly(A)-specific ribonuclease activity",14,0,0,150,1,1,""
"151","GO:0004536","deoxyribonuclease activity",52,0,0,151,1,1,""
"152","GO:0004540","ribonuclease activity",94,0,0.01,152,1,1,""
"153","GO:0004549","tRNA-specific ribonuclease activity",14,0,0,153,1,1,""
"154","GO:0004550","nucleoside diphosphate kinase activity",15,0,0,154,1,1,""
"155","GO:0004551","nucleotide diphosphatase activity",18,0,0,155,1,1,""
"156","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds",78,0,0,156,1,1,""
"157","GO:0004559","alpha-mannosidase activity",14,0,0,157,1,1,""
"158","GO:0004596","peptide alpha-N-acetyltransferase activity",11,0,0,158,1,1,""
"159","GO:0004601","peroxidase activity",39,0,0,159,1,1,""
"160","GO:0004602","glutathione peroxidase activity",19,0,0,160,1,1,""
"161","GO:0004620","phospholipase activity",76,0,0,161,1,1,""
"162","GO:0004622","lysophospholipase activity",19,0,0,162,1,1,""
"163","GO:0004623","phospholipase A2 activity",21,0,0,163,1,1,""
"164","GO:0004629","phospholipase C activity",18,0,0,164,1,1,""
"165","GO:0004652","polynucleotide adenylyltransferase activity",14,0,0,165,1,1,""
"166","GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity",16,0,0,166,1,1,""
"167","GO:0004659","prenyltransferase activity",15,0,0,167,1,1,""
"168","GO:0004672","protein kinase activity",534,0,0.03,168,1,1,""
