"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"1","GO:0005509","calcium ion binding",541,21,7.98,2,5.4e-05,5.4e-05,"Baiap3,Bglap3,Cabp7,Capsl,Cdh2,Cdh23,Celsr1,Cemip2,Dlk1,Fbln1,Hmcn2,Nkd2,Otof,Padi2,Plcd4,Rcn1,Smoc1,Smoc2,Syt6,Tbc1d8b,Thbs3"
"2","GO:0050840","extracellular matrix binding",57,5,0.84,8,0.0015,0.0015,"Itga2b,Olfml2b,Plekha2,Smoc1,Smoc2"
"3","GO:0005515","protein binding",8084,152,119.27,1,0.0021,9.4e-06,"Ace,Aldh2,Aldoc,Ano3,Arg2,Arhgef19,Arpc1b,Ass1,Baiap3,Bbs9,C1ql2,Cacna1h,Car4,Carhsp1,Cavin1,Cbln1,Ccne2,Cd151,Cdh2,Cdh23,Celsr1,Cercam,Chrd,Cidea,Cited1,Col16a1,Col5a1,Cpne6,Creb3l1,Crlf2,Crocc,Csf2ra,Csrp1,Cxcl12,Cxcr4,Dap,Dennd3,Dlk1,Dnah1,Dynlt1b,Ece1,Efna1,Efnb1,Emid1,Eml1,Eps8l1,Espn,Esr1,Fbln1,Fgfr1,Foxo4,Gal,Gigyf1,Gnai2,Gpr139,Gprc5c,Grhl3,Grik3,Grtp1,Gstm4,H2-Ab1,H2-Q2,Hap1,Hr,Hspb7,Igfbp5,Inhbb,Itga2b,Itga5,Jsrp1,Junb,Kcna5,Klf2,Klhl36,Lefty2,Llgl2,Lrp5,Mak,Map4k1,Map4k2,Mapk15,Mcm7,Mcub,Mdfi,Mgarp,Mxd3,Myo1h,Nab2,Nbeal2,Nbl1,Nfix,Nkd2,Npr3,Nxph4,Olfml2b,Otof,P3h4,P4ha2,Padi2,Pdlim1,Pdlim4,Pelo,Pgam2,Phf2,Pidd1,Plcd4,Plce1,Plekha2,Plekha7,Plxnb1,Prmt2,Ptprh,Rab26,Rarg,Rasd1,Rasgrf1,Rcor2,Rhoc,Rimbp3,Sdc1,Sec24d,Sema3f,Sgsh,Slc12a4,Slc27a2,Smad3,Smtnl2,Stat5a,Steap3,Stx2,Syt6,Tbc1d1,Tbc1d8b,Tgfb2,Thpo,Thrsp,Ticam1,Tjp3,Tmem237,Tpm2,Trim21,Trip10,Tspan15,Unc5b,Vamp3,Vash1,Vegfd,Vwa1,Wipi1,Wnt4,Zfp516,Zfpm1"
"4","GO:0005201","extracellular matrix structural constituent",131,7,1.93,11,0.0033,0.00331,"Col11a2,Col16a1,Col5a1,Emid1,Fbln1,Hmcn2,Vwa1"
"5","GO:0030331","estrogen receptor binding",44,4,0.65,12,0.0039,0.00395,"Esr1,Padi2,Prmt2,Wipi1"
"6","GO:0015026","coreceptor activity",22,3,0.32,13,0.004,0.00397,"Lrp5,Ramp1,Ramp2"
"7","GO:0008528","G protein-coupled peptide receptor activity",102,6,1.5,14,0.004,0.00401,"Cxcr4,Gal,Gpr139,Npr3,Ramp1,Ramp2"
"8","GO:0008201","heparin binding",138,7,2.04,15,0.0044,0.0044,"Chrd,Col5a1,Fgfr1,Lxn,Smoc1,Smoc2,Thbs3"
"9","GO:0005160","transforming growth factor beta receptor binding",24,3,0.35,18,0.0051,0.0051,"Lefty2,Smad3,Tgfb2"
"10","GO:0005125","cytokine activity",142,7,2.1,19,0.0051,0.00514,"Crlf2,Cxcl12,Inhbb,Lefty2,Tgfb2,Thpo,Wnt4"
"11","GO:0042802","identical protein binding",1979,43,29.2,21,0.0057,0.00569,"Aldh2,Aldoc,Ass1,C1ql2,Cavin1,Cbln1,Cdh2,Cercam,Cidea,Cited1,Cxcr4,Dynlt1b,Ece1,Esr1,Fbln1,Fgfr1,Foxo4,Gpr139,Gstm4,Hap1,Inhbb,Itga2b,Mdfi,Nab2,Nbl1,Npr3,Olfml2b,Padi2,Pdlim4,Pgam2,Prmt2,Sdc1,Smad3,Steap3,Stx2,Syt6,Tgfb2,Thrsp,Tpm2,Trim21,Trip10,Vegfd,Vwa1"
"12","GO:0050839","cell adhesion molecule binding",265,10,3.91,22,0.0061,0.0061,"Cd151,Cdh2,Cdh23,Col16a1,Cxcl12,Fbln1,Fgfr1,Itga5,Ptprh,Tjp3"
"13","GO:0051393","alpha-actinin binding",28,3,0.41,25,0.0079,0.00791,"Kcna5,Pdlim1,Pdlim4"
"14","GO:0004888","transmembrane signaling receptor activity",616,21,9.09,3,0.008,0.00032,"Celsr1,Crlf2,Csf2ra,Cxcr4,Fgfr1,Gabre,Gal,Gpr139,Gpr153,Gpr25,Gprc5c,Grik3,Lgr6,Lrp5,Npr3,Plxnb1,Ptprh,Ramp1,Ramp2,Unc5a,Unc5b"
"15","GO:0001968","fibronectin binding",29,3,0.43,26,0.0087,0.00873,"Fbln1,Igfbp5,Plekha2"
"16","GO:0008013","beta-catenin binding",86,5,1.27,28,0.0089,0.00886,"Cdh2,Esr1,Foxo4,Prmt2,Smad3"
"17","GO:0047676","arachidonate-CoA ligase activity",10,2,0.15,29,0.009,0.00902,"Slc27a2,Slc27a3"
"18","GO:0016813","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",10,2,0.15,30,0.009,0.00902,"Arg2,Padi2"
"19","GO:0031404","chloride ion binding",10,2,0.15,31,0.009,0.00902,"Ace,Npr3"
"20","GO:0070410","co-SMAD binding",11,2,0.16,33,0.0109,0.01092,"Cited1,Smad3"
"21","GO:0004467","long-chain fatty acid-CoA ligase activity",12,2,0.18,35,0.013,0.01298,"Slc27a2,Slc27a3"
"22","GO:0032454","histone demethylase activity (H3-K9 specific)",12,2,0.18,36,0.013,0.01298,"Hr,Phf2"
"23","GO:0008195","phosphatidate phosphatase activity",13,2,0.19,37,0.0152,0.01519,"Lpin3,Plpp2"
"24","GO:0042277","peptide binding",264,9,3.9,39,0.0167,0.01671,"Ace,Gstm4,H2-Ab1,H2-Q2,Npr3,Pcsk5,Ramp1,Ramp2,Tgfb2"
"25","GO:0051371","muscle alpha-actinin binding",14,2,0.21,40,0.0176,0.01755,"Pdlim1,Pdlim4"
"26","GO:0015643","toxic substance binding",14,2,0.21,41,0.0176,0.01755,"Ass1,H2-Ab1"
"27","GO:0015645","fatty acid ligase activity",14,2,0.21,42,0.0176,0.01755,"Slc27a2,Slc27a3"
"28","GO:0042803","protein homodimerization activity",607,16,8.96,43,0.0182,0.01824,"Cidea,Cited1,Ece1,Fgfr1,Gstm4,Inhbb,Npr3,Padi2,Pdlim4,Prmt2,Smad3,Syt6,Tgfb2,Thrsp,Tpm2,Trim21"
"29","GO:0030020","extracellular matrix structural constituent conferring tensile strength",38,3,0.56,44,0.0183,0.0183,"Col11a2,Col16a1,Col5a1"
"30","GO:0017022","myosin binding",70,4,1.03,45,0.0198,0.01984,"Cxcr4,Hap1,Llgl2,Nkd2"
"31","GO:0042608","T cell receptor binding",16,2,0.24,47,0.0227,0.0227,"Eps8l1,H2-Q2"
"32","GO:0005324","long-chain fatty acid transporter activity",16,2,0.24,48,0.0227,0.0227,"Slc27a2,Slc27a3"
"33","GO:0017116","single-stranded DNA helicase activity",18,2,0.27,50,0.0284,0.02839,"Mcm7,Rfc3"
"34","GO:0004435","phosphatidylinositol phospholipase C activity",18,2,0.27,51,0.0284,0.02839,"Plcd4,Plce1"
"35","GO:0004629","phospholipase C activity",18,2,0.27,52,0.0284,0.02839,"Plcd4,Plce1"
"36","GO:0000149","SNARE binding",116,5,1.71,54,0.0287,0.02872,"Baiap3,Sec24d,Stx2,Syt6,Vamp3"
"37","GO:0042562","hormone binding",79,4,1.17,55,0.0294,0.02937,"Esr1,Npr3,Ramp1,Ramp2"
"38","GO:0008083","growth factor activity",117,5,1.73,56,0.0297,0.02966,"Cxcl12,Inhbb,Lefty2,Tgfb2,Vegfd"
"39","GO:0017046","peptide hormone binding",46,3,0.68,57,0.0302,0.03023,"Npr3,Ramp1,Ramp2"
"40","GO:0004707","MAP kinase activity",20,2,0.3,58,0.0346,0.03459,"Mak,Mapk15"
"41","GO:0042605","peptide antigen binding",20,2,0.3,59,0.0346,0.03459,"H2-Ab1,H2-Q2"
"42","GO:0005178","integrin binding",125,5,1.84,60,0.0378,0.03783,"Cd151,Col16a1,Cxcl12,Fbln1,Itga5"
"43","GO:0003779","actin binding",405,11,5.98,62,0.0383,0.03834,"Ace,Arpc1b,Crocc,Cxcr4,Eps8l1,Espn,Myo1h,Pdlim1,Pdlim4,Tpm2,Vash1"
"44","GO:0072341","modified amino acid binding",86,4,1.27,63,0.0384,0.03837,"Cpne6,Gstm4,Osbpl10,Syt6"
"45","GO:0001786","phosphatidylserine binding",51,3,0.75,65,0.0393,0.03933,"Cpne6,Osbpl10,Syt6"
